Endpoint Name	Endpoint Type	Endpoint Status	Operating System	Agent Version	IP Address	IPv6 Address	User	Endpoint Alias	Last Seen	Content Version	Assigned Prevention Policy	Assigned Extensions Policy	Tags	Active Directory	Last Upgrade Status	Last Upgrade Status Time	Last Upgrade Failure Reason	Last Upgrade Source	Linux Operation Mode	IT Metrics Collection	Last Certificate Enforcement Fallback	Cluster Name	Cloud Provider	Cloud Region	Cloud Provider Account ID	Cloud Instance ID
DESKTOP-JV1FUVD	Workstation	Connected	Windows 11	8.9.0.14028	10.104.243.74		N/A\ADMIN		Dec 9th 2025 09:40:18	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-K0LL8PU	Workstation	Connected	Windows 10	8.9.0.14028	10.104.239.50		N/A\KKL_NP		Dec 9th 2025 09:42:53	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-K78LUAL	Workstation	Connected	Windows 11	8.9.0.14028	10.100.124.16, 10.142.20.218		N/A\Admin		Dec 9th 2025 09:40:04	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J1'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-KDMRCBV	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.239.217				Dec 4th 2025 15:42:36	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-KOKO	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.243.64		N/A\ADMIN		Nov 10th 2025 15:52:52	2020-25322	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-L10S763	Workstation	Disconnected	Windows 11	8.9.0.14028	192.168.1.67	2001:fb1:59:fa83:2cca:a73f:860f:f55d, 2001:fb1:59:fa83:f69b:a909:efe4:8f5d			Dec 7th 2025 21:46:55	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['DAG-B9'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-L4VB1GT	Workstation	Connected	Windows 11	8.9.0.14028	10.104.239.119		N/A\angkana		Dec 9th 2025 09:42:26	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-LFOAC09	Workstation	Disconnected	Windows 10	8.9.0.14028	10.142.29.55		N/A\USER		Nov 21st 2025 13:49:11	2040-26026	Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['2ndHQ4-FL6'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-LOVAC6D	Workstation	Connected	Windows 11	8.9.0.14028	10.100.124.132		N/A\Adnin		Dec 9th 2025 09:39:56	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J1'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-M32VTJM	Workstation	Connected	Windows 11	8.9.0.14028	10.100.124.103		N/A\Admin		Dec 9th 2025 09:41:50	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J1'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-M747D6A	Workstation	Connected	Windows 11	8.9.0.14028	10.104.125.212, 10.142.21.211		N/A\Audit2		Dec 9th 2025 09:42:33	2060-26856	Lowed Ram	Windows Default	{'server_tags': ['OIA-B5', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-M8IEDU7	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.239.49				Nov 26th 2025 16:17:56	2050-26345	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-MACIBLN	Workstation	Connected	Windows 10	8.9.0.14028	10.104.100.213		N/A\Admint		Dec 9th 2025 09:38:57	2060-26856	Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['2ndHQ4-FL6'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-MC8R6F1	Workstation	Connected	Windows 10	8.9.0.14028	10.104.188.194		N/A\AFDC2566		Dec 9th 2025 09:41:50	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-MK4E7EB	Workstation	Disconnected	Windows 11	8.9.0.14028	10.142.25.147				Dec 8th 2025 16:35:03	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DBA-B3', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-MVFRJPI	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.236.27				Nov 24th 2025 13:28:51	2040-26026	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-NNRRBIB	Workstation	Disconnected	Windows 11	8.9.0.14028	10.100.238.149				Nov 18th 2025 15:06:46	2030-25670	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['Phase2', 'J6-B7'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-O134AQA	Workstation	Connected	Windows 11	8.9.0.14028	10.104.125.124		N/A\Audit		Dec 9th 2025 09:41:58	2060-26856	Lowed Ram	Windows Default	{'server_tags': ['OIA-B5', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-O5E3CF1	Workstation	Connected	Windows 11	8.9.0.14028	10.104.120.32, 10.142.21.251		N/A\acer		Dec 9th 2025 09:39:13	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DBA-B3', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-OA0M791	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.190		N/A\admin		Dec 9th 2025 09:42:23	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-OJ77BOG	Workstation	Connected	Windows 10	8.9.0.14028	10.100.156.107		N/A\saraban.cyber		Dec 9th 2025 09:40:40	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['RCC-B7'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-OLISED6	Workstation	Connected	Windows 10	8.9.0.14028	10.100.130.101		N/A\RTARF		Dec 9th 2025 09:40:00	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-OQCELIS	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.238.203				Dec 8th 2025 16:02:24	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-OQFCSQT	Workstation	Connected	Windows 10	8.9.0.14028	10.104.239.122		N/A\122		Dec 9th 2025 09:42:04	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-P0DCA0K	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.120.90		N/A\Administrator		Dec 8th 2025 22:12:15	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['DBA-B3'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-P9SFL00	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.239.67				Dec 8th 2025 15:53:08	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-PPNMC7A	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.238.130		N/A\RTARF		Dec 9th 2025 09:10:11	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-Q33951F	Workstation	Connected	Windows 11	8.9.0.14028	10.100.124.163		N/A\Admin		Dec 9th 2025 09:39:36	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J1'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-Q4VT9PK	Workstation	Connected	Windows 11	8.9.0.14028	10.130.81.15		N/A\RTARF		Dec 9th 2025 09:39:38	2060-26856	Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['OHQ-B13'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-Q8EFBR6	Workstation	Connected	Windows 10	8.9.0.14028	10.100.130.108				Dec 9th 2025 09:42:52	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-Q8RUK0U	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.130.109		N/A\RTARF		Dec 4th 2025 16:07:32	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-QG94KRQ	Workstation	Connected	Windows 11	8.9.0.14028	10.104.243.64		N/A\ADMIN		Dec 9th 2025 09:42:23	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-QI5OFSL	Workstation	Connected	Windows 11	8.9.0.14028	10.104.239.104		N/A\User		Dec 9th 2025 09:40:07	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['DAG-B9'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-QNN2535	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.239.48				Dec 8th 2025 14:14:58	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-RDEQU13	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.130.111				Dec 8th 2025 18:31:52	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-RGR0Q4V	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.126.95				Dec 8th 2025 15:33:51	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OIG-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-RNOP89T	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.130.52				Nov 26th 2025 11:48:57	2050-26345	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-S4AC7CS	Workstation	Connected	Windows 10	8.9.0.14028	10.104.239.113		N/A\User		Dec 9th 2025 09:42:23	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-S6DGIVH	Workstation	Connected	Windows 10	8.9.0.14028	10.142.17.5		N/A\User		Dec 9th 2025 09:38:41	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-S6MPAT2	Workstation	Connected	Windows 10	8.9.0.14028	10.100.238.145		N/A\PC-ADMIN01		Dec 9th 2025 09:40:46	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-SSVNTTB	Workstation	Connected	Windows 11	8.9.0.14028	10.100.124.219		N/A\Admin		Dec 9th 2025 09:40:18	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J1'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-TCR25N2	Workstation	Connected	Windows 11	8.9.0.14028	10.100.124.172		N/A\Admin		Dec 9th 2025 09:39:05	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J1'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-TDLE1CQ	Workstation	Connected	Windows 11	8.9.0.14028	10.134.255.82, 172.22.64.1, 192.168.100.169		N/A\2p		Dec 9th 2025 09:42:49	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-TJN63BD	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.115.124				Dec 8th 2025 15:34:55	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-TPP5TPF	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.115.130				Dec 8th 2025 15:47:14	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-TPQBQ0F	Workstation	Disconnected	Windows 10	8.9.0.14028	10.142.30.158				Dec 4th 2025 16:05:41	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DBA-B3', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-TQ5HNDK	Workstation	Connected	Windows 10	8.9.0.14028	10.104.120.158		N/A\HP		Dec 9th 2025 09:42:31	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['DBA-B3'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-U8EUUNV	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.187.62	fd45:9c32:f2e5:1:1090:e73a:d328:296d, fd45:9c32:f2e5:1:8429:92da:86c7:c1ad			Nov 28th 2025 16:00:04	2050-26345	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-UIQTIR9	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.243.42				Dec 3rd 2025 16:51:55	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-UPF72A5	Workstation	Connected	Windows 11	8.9.0.14028	192.168.100.196		N/A\virap		Dec 9th 2025 09:40:56	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-V3K4IME	Workstation	Connected	Windows 11	8.9.0.14028	10.100.130.61		N/A\Jeab		Dec 9th 2025 09:42:19	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-V8LLD5M	Workstation	Connected	Windows 10	8.9.0.14028	10.100.130.106		N/A\admin		Dec 9th 2025 09:40:40	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OJA-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-VBPHTO8	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.184.172				Dec 8th 2025 18:13:41	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['AFD-SongPrapha', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-VE1DAJS	Workstation	Connected	Windows 10	8.9.0.14028	10.104.239.102		N/A\RTARF-KSB102		Dec 9th 2025 09:41:35	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['DAG-B9', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DESKTOP-VF4U2AA	Workstation	Disconnected	Windows 10	8.9.0.14028	10.142.20.133				Dec 3rd 2025 10:31:44	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['OCG-B5', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
dhcp	Server	Connected	Windows Server 2019	8.9.0.14028	10.141.98.4				Dec 9th 2025 09:38:48	2060-26856	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['RCC-B7', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
DOC02	Workstation	Connected	Windows 11	8.9.0.14028	192.168.100.113		rtarf.mi.th\patiphan.w		Dec 9th 2025 09:42:19	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J6-B7'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/สหกรณ์ สส.ทหาร, rtarf.local/vpn_group, rtarf.local/1-joinad-admingroup, rtarf.local/1-distribution groups, rtarf.local/j6 admins group, rtarf.local/1-ecm, rtarf.local/1-security groups, rtarf.local/ecm, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc, rtarf.local/6000000000/6150000000/6150300000/6150300500, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc/computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/1-old ous/general64, rtarf.local/ผู้บังคับบัญชาระดับสูง 64, rtarf.local/digital_hq_j61, rtarf.local/1-old ous/j-6, rtarf.local/doconline, rtarf.local/exchange trusted subsystem, rtarf.local/microsoft exchange security groups, rtarf.local/exchange windows permissions, rtarf.local/vipwifi-users, rtarf.local/solarwindsadmin, rtarf.local/กปท.ศทส.สส.ทหาร, rtarf.local/1-old ous/j-6/mitc, rtarf.local/กำลังพล ศทส.สส.ทหาร, rtarf.local/itod64, rtarf.local/จนท.ปฏิบัติการ_กปท ฯ, rtarf.local/g_korportor, rtarf.local/systemadmin, rtarf.local/networkadmin, rtarf.local/public folder management, rtarf.local/recipient management, rtarf.local/1-old ous/j-6/mitc/opndmitc, rtarf.local/opndmitc, rtarf.local/schema admins, rtarf.local/กำลังพล กบศ.ศทส.สส.ทหาร, rtarf.local/1-old ous/sharepoint/central calendar_ou/ctrl, rtarf.local/calendar, rtarf.local/จนท.ปฏิบัติการ_กปท, rtarf.local/itod, rtarf.local/แจ้งเตือนแผนกปฏิบัติการฯ, rtarf.local/enterprise admins, rtarf.local/แผนกปฏิบัติการ กปท.ศทส.สส.ทหาร, rtarf.local/connector, rtarf.local/members_กปท, rtarf.local/กปท.ศทส ฯ, rtarf.local/1-old ous/j-6/mitc/opndmitc/opnd54, rtarf.local/ecmadmin, rtarf.local/g_control, rtarf.local/administrators, rtarf.local/1-old ous/j-6/mitc/opndmitc/opnd53, rtarf.local/กบศ.ศทส.สส.ทหาร, rtarf.local/6000000000/6150000000/6150300000/6150300500/users, rtarf.local/adminnetwork, rtarf.local/serveradmin, rtarf.local/ecmteam, rtarf.local/denied rodc password replication group, rtarf.local/opnd53, rtarf.local/1-old ous/sharepoint/sp_กปท, rtarf.local/any_intranet, rtarf.local/organization management, rtarf.local/ecmdev, rtarf.local/1-old ous/sharepoint/central calendar_ou/kpt, rtarf.local/domain admins, rtarf.local/viplan, rtarf.local/6000000000/6150000000/officeusers, rtarf.local/switch_server, rtarf.local/vpn.admin.server, rtarf.local/เจ้าหน้าที่สื่อสารข้อมูล_กปท, rtarf.local/เจ้าหน้าที่สื่อสารข้อมูล_กปท ฯ, rtarf.local/agd_wifi, rtarf.local/ผู้บังคับบัญชา กองบัญชาการกองทัพไทย, rtarf.local/adauditplusws, rtarf.local/testgroup	No Upgrade					Disabled			On Prem			
DOC04	Workstation	Connected	Windows 11	8.9.0.14028	192.168.100.101		rtarf.mi.th\nuttawat.y		Dec 9th 2025 09:41:18	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J6-B7'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/1-security groups, rtarf.local/ecm, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc, rtarf.local/6000000000/6150000000/6150300000/6150300500, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc/computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/1-old ous/j-6, rtarf.local/doconline, rtarf.local/1-old ous/j-6/mitc, rtarf.local/กำลังพล ศทส.สส.ทหาร, rtarf.local/itod64, rtarf.local/g_korportor, rtarf.local/networkadmin, rtarf.local/1-old ous/j-6/mitc/opndmitc, rtarf.local/opndmitc, rtarf.local/กำลังพล กบศ.ศทส.สส.ทหาร, rtarf.local/1-old ous/sharepoint/central calendar_ou/ctrl, rtarf.local/calendar, rtarf.local/itod, rtarf.local/members_กปท, rtarf.local/กปท.ศทส ฯ, rtarf.local/1-old ous/j-6/mitc/opndmitc/opnd54, rtarf.local/g_control, rtarf.local/กบศ.ศทส.สส.ทหาร, rtarf.local/6000000000/6150000000/6150300000/6150300500/users, rtarf.local/adminnetwork, rtarf.local/1-old ous/sharepoint/sp_กปท, rtarf.local/any_intranet, rtarf.local/1-old ous/sharepoint/central calendar_ou/kpt, rtarf.local/switch_server, rtarf.local/opnd54, rtarf.local/adauditplusws, rtarf.local/h01ecm, rtarf.local/vpn.admin all	No Upgrade					Disabled			On Prem			
DOC06	Workstation	Disconnected	Windows 11	8.9.0.14028	192.168.100.125				Dec 8th 2025 10:50:38	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J6-B7'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc, rtarf.local/6000000000/6150000000/6150300000/6150300500, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc/computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/adauditplusws	No Upgrade					Disabled			On Prem			
DOC07	Workstation	Connected	Windows 11	8.9.0.14028	192.168.100.146		rtarf.mi.th\thanakrit.w		Dec 9th 2025 09:39:00	2060-26856	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['J6-B7'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/สหกรณ์ สส.ทหาร, rtarf.local/vpn_group, rtarf.local/1-joinad-admingroup, rtarf.local/1-distribution groups, rtarf.local/j6 admins group, rtarf.local/1-ecm, rtarf.local/1-security groups, rtarf.local/ecm, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc, rtarf.local/6000000000/6150000000/6150300000/6150300500, rtarf.local/6000000000/6150000000/6150300000/6150300500/doc/computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/digital_hq_j61, rtarf.local/1-old ous/j-6, rtarf.local/doconline, rtarf.local/exchange trusted subsystem, rtarf.local/microsoft exchange security groups, rtarf.local/exchange windows permissions, rtarf.local/กปท.ศทส.สส.ทหาร, rtarf.local/1-old ous/j-6/mitc, rtarf.local/กำลังพล ศทส.สส.ทหาร, rtarf.local/itod64, rtarf.local/g_korportor, rtarf.local/systemadmin, rtarf.local/networkadmin, rtarf.local/public folder management, rtarf.local/recipient management, rtarf.local/1-old ous/j-6/mitc/opndmitc, rtarf.local/opndmitc, rtarf.local/schema admins, rtarf.local/กำลังพล กบศ.ศทส.สส.ทหาร, rtarf.local/1-old ous/sharepoint/central calendar_ou/ctrl, rtarf.local/calendar, rtarf.local/itod, rtarf.local/enterprise admins, rtarf.local/members_กปท, rtarf.local/1-old ous/j-6/mitc/opndmitc/opnd54, rtarf.local/ecmadmin, rtarf.local/g_control, rtarf.local/administrators, rtarf.local/1-old ous/j-6/mitc/opndmitc/opnd53, rtarf.local/กบศ.ศทส.สส.ทหาร, rtarf.local/6000000000/6150000000/6150300000/6150300500/users, rtarf.local/adminnetwork, rtarf.local/serveradmin, rtarf.local/denied rodc password replication group, rtarf.local/1-old ous/sharepoint/sp_กปท, rtarf.local/any_intranet, rtarf.local/organization management, rtarf.local/1-old ous/sharepoint/central calendar_ou/kpt, rtarf.local/domain admins, rtarf.local/opndmitc admin, rtarf.local/switch_server, rtarf.local/opnd54, rtarf.local/เจ้าหน้าที่สื่อสารข้อมูล_กปท, rtarf.local/เจ้าหน้าที่สื่อสารข้อมูล_กปท ฯ, rtarf.local/agd_wifi, rtarf.local/adauditplusws, rtarf.local/testgroup, rtarf.local/h01ecm, rtarf.local/vpn.admin all	No Upgrade					Disabled			On Prem			
